Unit / Cluster,Standard,Standard Text,Geo?,Map / Title,Type,Creator,Year,Repository,Rights / License,Commercial Use OK?,Link,Link Type,Academic Citation,Alt Text,Verified?,Schedule F (SSP),Fit / Note,Guardrail Check
Understanding the Contemporary World (1980s- present),W.78,"Explain the challenges of rapid population growth on developing countries (e.g., China and India) and of population decline in developed countries (e.g., Germany, Japan, and Sweden), and give examples of policies implemented to both slow and increase population growth.",Yes,World Population Growth and Decline by Country,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=world%20population%20growth%20rate%20map,search,"World Population Growth and Decline by Country. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",World map shading countries by population growth rate.,NO,SSP.06; SSP.01,"Contrasts rapid growth (China, India) with decline (Germany, Japan, Sweden).",OK
Understanding the Contemporary World (1980s- present),W.79,"Describe the cultural, economic, geographic, and political effects of significant technological, ideological, medical, and scientific developments and breakthroughs of the era.",Yes,The Connected World: Global Communications and Technology,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=world%20communications%20internet%20cable%20technology%20map,search,"The Connected World: Global Communications and Technology. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",World map of global communication networks and technology infrastructure.,NO,SSP.06; SSP.01,The technological and scientific networks reshaping the contemporary world.,OK
Understanding the Contemporary World (1980s- present),W.80,"Evaluate the impact of geospatial technologies (such as GPS and GIS) on retail, military, transportation, city planning, and communication.",Yes,Global Positioning System (GPS) Satellite Coverage,map,U.S. Geological Survey / U.S. government,2000s,U.S. Geological Survey,U.S. government work,Yes,https://www.usgs.gov/,search,Global Positioning System coverage and GIS reference map. U.S. Geological Survey.,Map illustrating GPS satellite coverage and a GIS data example over the United States.,NO,SSP.06; SSP.01,U.S. government GPS/GIS reference showing how geospatial technology maps location for many uses.,OK
Understanding the Contemporary World (1980s- present),W.81,"Analyze the economic, political, and social impacts of drug and human trafficking in the contemporary era.",Yes,Global Drug Trafficking Routes,map,U.S. Department of State,2000s,"U.S. Department of State (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=global%20drug%20trafficking%20routes%20map%20cocaine%20heroin,search,"Global Drug Trafficking Routes. U.S. Department of State, 2000s. Library of Congress, Geography & Map Division.",World map tracing major narcotics trafficking routes and source regions.,NO,SSP.06; SSP.01,State Department/DEA routes map for analyzing the geography of drug and human trafficking.,OK
Understanding the Contemporary World (1980s- present),W.82,"Analyze how technology has intensified patterns of globalization and led to the idea of space-time compression, containerization, and computer technology.",Yes,World Shipping Lanes and Container Trade Routes,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=world%20shipping%20lanes%20container%20trade%20routes%20map,search,"World Shipping Lanes and Container Trade Routes. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",World map showing major maritime shipping lanes and container trade routes.,NO,SSP.06; SSP.01,Containerization and shipping lanes behind space-time compression and globalization.,OK
Understanding the Contemporary World (1980s- present),W.83,Explain the goals and consequences of trade organizations and treaties and how they have played a role in the growing global economic system.,Yes,"Regional Trade Blocs (EU, NAFTA, ASEAN, Mercosur)",map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=world%20trade%20blocs%20EU%20NAFTA%20ASEAN%20map,search,"Regional Trade Blocs (EU, NAFTA, ASEAN, Mercosur). U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",World map coloring the major regional trade blocs and free-trade areas.,NO,SSP.06; SSP.01,The geography of trade organizations shaping the global economic system.,OK
Understanding the Contemporary World (1980s- present),W.84,"Identify examples of supranational organizations, and discuss the benefits and drawbacks of membership.",Yes,The European Union: Member States,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=European%20Union%20member%20states%20map,search,"The European Union: Member States. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",Map of Europe highlighting European Union member states.,NO,SSP.06; SSP.01,A leading supranational organization mapped by membership.,OK
Understanding the Contemporary World (1980s- present),W.85,Analyze the causes and effects of an increased role of South and East Asian countries in the global economy.,Yes,South and East Asia in the Global Economy,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=South%20East%20Asia%20political%20economic%20map,search,"South and East Asia in the Global Economy. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",Regional map of South and East Asia showing major economies and shipping links.,NO,SSP.06; SSP.01,The rising Asian economies reshaping global trade.,OK
Understanding the Contemporary World (1980s- present),W.86,Describe the international importance and rapid economic development of the oil-rich Persian Gulf states.,Yes,Oil and Gas of the Persian Gulf,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Persian%20Gulf%20oil%20fields%20Middle%20East%20map,search,"Oil and Gas of the Persian Gulf. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",Map of the Persian Gulf marking major oil and gas fields and export terminals.,NO,SSP.06; SSP.01,The petroleum geography behind the wealth and strategic importance of the Gulf states.,OK
Understanding the Contemporary World (1980s- present),W.87,Explain implications of the transition from the use of fossil fuels to alternative and renewable energy sources.,Yes,World Energy Resources and Renewable Potential,map,U.S. Energy Information Administration / Dept. of Energy,2010s,U.S. Energy Information Administration (Dept. of Energy),U.S. government work,Yes,https://www.eia.gov/,search,World energy resources and renewable-potential map. U.S. Energy Information Administration.,World map showing fossil-fuel reserves alongside solar and wind resource potential.,NO,SSP.06; SSP.01,U.S. government energy map for examining the transition from fossil fuels to renewables.,OK
Understanding the Contemporary World (1980s- present),W.88,"Describe governing ideologies, conflicts among nations (e.g., Persian Gulf War), and popular religious or democratic movements in the Middle East/North Africa.",Yes,"The Persian Gulf War, 1990–1991",map,U.S. Army Center of Military History,1991,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"The Persian Gulf War, 1990–1991. U.S. Army Center of Military History campaign atlas, 1991.","Map of Kuwait, Iraq, and Saudi Arabia showing Operation Desert Storm ground and air operations.",NO,SSP.06; SSP.01,Army campaign map of the Persian Gulf War and conflict in the Middle East.,OK
Understanding the Contemporary World (1980s- present),W.88,"Describe governing ideologies, conflicts among nations (e.g., Persian Gulf War), and popular religious or democratic movements in the Middle East/North Africa.",Yes,Political Map of the Middle East and North Africa,map,U.S. Central Intelligence Agency,2000s,"U.S. Central Intelligence Agency (Library of Congress, G&M Division)",U.S. government work,Yes,https://www.loc.gov/maps/?q=Middle%20East%20North%20Africa%20political%20map,search,"Political Map of the Middle East and North Africa. U.S. Central Intelligence Agency, 2000s. Library of Congress, Geography & Map Division.",Political map of the Middle East and North Africa region.,NO,SSP.06; SSP.01,"Base map for governing ideologies, conflicts, and movements across MENA.",OK
Understanding the Contemporary World (1980s- present),W.89,Analyze the causes and consequences of terrorism and international efforts to counteract it.,Yes,"U.S. Operations in Afghanistan and Iraq, Post-2001",map,U.S. Army Center of Military History,2003,U.S. Army Center of Military History,U.S. government work,Yes,https://history.army.mil,search,"U.S. Operations in Afghanistan and Iraq, Post-2001. U.S. Army Center of Military History campaign atlas, 2003.",Map of Afghanistan and Iraq showing U.S. and coalition military operations after 2001.,NO,SSP.06; SSP.01,Army campaign maps of the post-9/11 counterterrorism wars.,OK
