row_id,standard,title,repository,status,message,resolved_url,local_path,sha256,timestamp
122,W.58,The Truman Doctrine (1947),"Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (18904 bytes, html).",https://avalon.law.yale.edu/20th_century/trudoc.asp,/home/user/workspace/primary_source_pipeline/assets/W.58/W.58_the_truman_doctrine_1947.html,b41fb99cd4c13c5dc3fac6baa10b2466bd73d17c20f93dee2f195b7c7e9b1d43,2026-08-02T20:33:51.345044Z
130,W.62,"Foreign Relations of the United States, 1955-1957, Eastern Europe (Hungarian Revolution)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:51.346545Z
131,W.62,"Foreign Relations of the United States, 1964-1968, Volume XVII, Eastern Europe (Czechoslovak crisis documents)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:51.348889Z
124,W.59,"The North Atlantic Treaty (NATO), 1949","Avalon Project, Yale Law School",DOWNLOADED,"Downloaded + validated (13465 bytes, html).",https://avalon.law.yale.edu/20th_century/nato.asp,/home/user/workspace/primary_source_pipeline/assets/W.59/W.59_the_north_atlantic_treaty_nato_1949.html,f86191840833304d3a51e6f15cdbf1a99011d5e6ee5d9cab32cd901c71000767,2026-08-02T20:33:51.367055Z
127,W.60,"Construction of the Berlin Wall, 1961",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Berlin+Wall+construction+1961 did not contain expected title terms ['construction', 'berlin', 'wall', '1961'].",,,,2026-08-02T20:33:51.378793Z
134,W.64,"Public Papers of the Presidents: George H. W. Bush, 1989 — statements on the fall of the Berlin Wall",U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,,,,2026-08-02T20:33:51.380373Z
132,W.63,"The Korean War, 1950-53",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Korean+War+1950+1953 did not contain expected title terms ['korean', '1950'].",,,,2026-08-02T20:33:51.404159Z
136,W.65,"Public Papers of the Presidents: George H. W. Bush, 1991 — statements on the dissolution of the Soviet Union",U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,,,,2026-08-02T20:33:51.405834Z
129,W.61,"Cuban Missile Crisis reconnaissance photographs, 1962",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Cuban+Missile+Crisis+reconnaissance+1962 did not contain expected title terms ['missile', '1962', 'photographs', 'reconnaissance', 'cuban', 'crisis'].",,,,2026-08-02T20:33:51.419888Z
133,W.63,The Vietnam War,U.S. National Archives (NARA),BROKEN_LINK,NARA page at https://catalog.archives.gov/search?q=Vietnam+War+combat did not contain expected title terms ['vietnam'].,,,,2026-08-02T20:33:51.458301Z
135,W.64,Reagan-Gorbachev summits,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Reagan+Gorbachev+summit did not contain expected title terms ['summits', 'reagan', 'gorbachev'].",,,,2026-08-02T20:33:51.469659Z
137,W.65,Map of the former Soviet republics,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of the former Soviet republics': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:33:56.127516Z
139,W.66,Emigrants / refugees departing by ship,The New York Public Library Digital Collections,ACCESS_BLOCKED,No resolver implemented for repository 'The New York Public Library Digital Collections'.,,,,2026-08-02T20:33:56.138740Z
140,W.67,"U.S. newspaper front-page coverage of the Partition of India and Pakistan, August 1947","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",,,,2026-08-02T20:33:56.140237Z
143,W.68,"U.S. newspaper coverage of Indian independence and Nehru's new government, August 1947","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",,,,2026-08-02T20:33:56.141708Z
144,W.69,"Foreign Relations of the United States, 1958-1960, Volume XIV, Africa","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:56.144342Z
145,W.69,"Foreign Relations of the United States, 1955-1957, Suez Crisis volumes (Nasser and the Suez Canal)","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:56.145824Z
146,W.70,CIA map: South Africa — Black Homelands (Bantustans),"Library of Congress / U.S. National Archives (loc.gov, archives.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Library of Congress / U.S. National Archives (loc.gov, archives.gov)'.",,,,2026-08-02T20:33:56.147386Z
147,W.70,Comprehensive Anti-Apartheid Act of 1986 (Public Law 99-440),U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,,,,2026-08-02T20:33:56.149074Z
148,W.71,"Foreign Relations of the United States, 1961-1963, Volume XX, Congo Crisis","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:33:56.150939Z
142,W.68,"U.S. newspaper coverage of Gandhi's Salt March and civil disobedience campaign, 1930","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",,,,2026-08-02T20:33:56.173597Z
150,W.72,"U.S. newspaper front-page coverage of the Cuban Revolution and Castro's takeover, January 1959","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",ACCESS_BLOCKED,"No resolver implemented for repository 'Chronicling America, Library of Congress (loc.gov/chroniclingamerica)'.",,,,2026-08-02T20:33:56.175019Z
151,W.72,U.S. Cold War intervention in Latin America (Nicaragua/Contras),U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Nicaragua+Contras+Cold+War+Latin+America did not contain expected title terms ['intervention', 'latin', 'america', 'contras', 'nicaragua', 'cold'].",,,,2026-08-02T20:33:56.252805Z
152,W.73,"The Dayton Peace Accords, 1995 (General Framework Agreement for Peace in Bosnia and Herzegovina)",U.S. Department of State (state.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of State (state.gov)'.,,,,2026-08-02T20:33:56.254413Z
138,W.66,Immigrants arriving at Ellis Island,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Immigrants arriving at Ellis Island': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:34:00.839361Z
154,W.74,CIA research report: Kampuchea — A Demographic Catastrophe,"CIA FOIA Electronic Reading Room / U.S. National Archives (cia.gov, archives.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'CIA FOIA Electronic Reading Room / U.S. National Archives (cia.gov, archives.gov)'.",,,,2026-08-02T20:34:00.845576Z
149,W.71,Map of independent post-colonial Africa,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of independent post-colonial Africa': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:34:00.851422Z
156,W.75,"Treaty on the Final Settlement with Respect to Germany (Two Plus Four Treaty), 1990",U.S. Department of State / Office of the Historian,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of State / Office of the Historian'.,,,,2026-08-02T20:34:00.855903Z
155,W.74,Declassified U.S. State Department records on the 1994 Rwandan genocide,U.S. National Archives (archives.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. National Archives (archives.gov)'.,,,,2026-08-02T20:34:00.869393Z
141,W.67,U.S. government (CIA) map of the 1947 partition of British India,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'U.S. government (CIA) map of the 1947 partition of British India': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:34:00.871121Z
153,W.73,Map of the former Yugoslavia's successor states,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of the former Yugoslavia's successor states': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:34:00.974520Z
159,W.76,"The Oslo Accords, 1993",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Oslo+Accords+1993+Rabin+Arafat+handshake did not contain expected title terms ['1993', 'accords', 'oslo'].",,,,2026-08-02T20:34:00.976667Z
158,W.76,"The Camp David Accords, 1978",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Camp+David+Accords+1978+Sadat+Begin+Carter did not contain expected title terms ['1978', 'accords', 'camp', 'david'].",,,,2026-08-02T20:34:00.992557Z
157,W.75,Map of divided and reunified Germany,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'Map of divided and reunified Germany': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:34:05.595270Z
160,W.77,International population data and population pyramids,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,,,,2026-08-02T20:34:05.608218Z
162,W.78,U.S. Census Bureau International Data Base: China population pyramids and demographic data,"U.S. Census Bureau, International Programs (census.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Census Bureau, International Programs (census.gov)'.",,,,2026-08-02T20:34:05.609555Z
161,W.77,Historical world/national population statistics,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,,,,2026-08-02T20:34:05.611301Z
166,W.80,GPS / NAVSTAR satellite,NASA Image and Video Library,ACCESS_BLOCKED,No resolver implemented for repository 'NASA Image and Video Library'.,,,,2026-08-02T20:34:05.612741Z
167,W.80,Satellite imagery and GIS mapping,U.S. Geological Survey,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Geological Survey'.,,,,2026-08-02T20:34:05.614442Z
168,W.81,Trafficking in Persons Report,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",,,,2026-08-02T20:34:05.616022Z
165,W.79,"U.S. Public Health Service records and photographs of the polio vaccine, 1950s",U.S. National Archives (NARA) / CDC Public Health Image Library,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. National Archives (NARA) / CDC Public Health Image Library'.,,,,2026-08-02T20:34:05.619461Z
163,W.78,World population growth and decline data,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,,,,2026-08-02T20:34:05.627308Z
171,W.82,DARPA and NSF records and diagrams of the ARPANET and early Internet,U.S. National Archives (NARA) / National Science Foundation,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. National Archives (NARA) / National Science Foundation'.,,,,2026-08-02T20:34:05.628616Z
164,W.79,"Apollo Moon landing, 1969",NASA Image and Video Library,ACCESS_BLOCKED,No resolver implemented for repository 'NASA Image and Video Library'.,,,,2026-08-02T20:34:05.644904Z
173,W.83,GATT / World Trade Organization founding documents,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",,,,2026-08-02T20:34:05.646443Z
174,W.84,"Founding of the United Nations and the UN Charter, 1945","U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",,,,2026-08-02T20:34:05.647718Z
175,W.84,U.S. government records on European integration and the European Union (FRUS and CIA reports),"Office of the Historian, U.S. Department of State / CIA FOIA Reading Room",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State / CIA FOIA Reading Room'.",,,,2026-08-02T20:34:05.648956Z
176,W.85,U.S. government data and reports on South and East Asian economic growth,U.S. Census Bureau (census.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau (census.gov)'.,,,,2026-08-02T20:34:05.650315Z
177,W.85,Asian economic growth data,U.S. Census Bureau,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Census Bureau'.,,,,2026-08-02T20:34:05.651575Z
178,W.86,U.S. Energy Information Administration data and maps of Persian Gulf oil production and reserves,U.S. Energy Information Administration (eia.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Energy Information Administration (eia.gov)'.,,,,2026-08-02T20:34:05.652829Z
179,W.86,OPEC and the 1973 oil embargo,"U.S. Dept. of State, Office of the Historian",ACCESS_BLOCKED,"No resolver implemented for repository 'U.S. Dept. of State, Office of the Historian'.",,,,2026-08-02T20:34:05.654179Z
180,W.87,Renewable energy (wind and solar),U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,,,,2026-08-02T20:34:05.655556Z
181,W.87,Fossil-fuel energy infrastructure,U.S. Department of Energy,ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Department of Energy'.,,,,2026-08-02T20:34:05.656879Z
170,W.82,U.S. Maritime Administration photographs of container shipping and ports,U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Maritime+Administration+container+ship+port did not contain expected title terms ['ports', 'container', 'maritime', 'shipping', 'photographs', 'administration'].",,,,2026-08-02T20:34:05.710709Z
183,W.88,"Foreign Relations of the United States, 1977-1980, Iran (Revolution) volume","Office of the Historian, U.S. Department of State (history.state.gov)",ACCESS_BLOCKED,"No resolver implemented for repository 'Office of the Historian, U.S. Department of State (history.state.gov)'.",,,,2026-08-02T20:34:05.712279Z
172,W.83,"Signing of NAFTA, 1993",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=NAFTA+signing+1993 did not contain expected title terms ['nafta', 'signing', '1993'].",,,,2026-08-02T20:34:05.719261Z
182,W.88,"The Persian Gulf War, 1991",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=Persian+Gulf+War+1991+Desert+Storm did not contain expected title terms ['1991', 'gulf', 'persian'].",,,,2026-08-02T20:34:05.742923Z
184,W.89,"The September 11, 2001 attacks",U.S. National Archives (NARA),BROKEN_LINK,"NARA page at https://catalog.archives.gov/search?q=September+11+2001+attacks+World+Trade+Center did not contain expected title terms ['attacks', '2001', 'september'].",,,,2026-08-02T20:34:05.782702Z
169,W.81,International drug trafficking data / maps,Library of Congress,ACCESS_BLOCKED,LOC search request failed for query 'International drug trafficking data / maps': HTTP Error 429: Too Many Requests,,,,2026-08-02T20:34:10.328732Z
185,W.89,The 9/11 Commission Report (2004),U.S. Government Publishing Office (govinfo.gov),ACCESS_BLOCKED,No resolver implemented for repository 'U.S. Government Publishing Office (govinfo.gov)'.,,,,2026-08-02T20:34:10.331753Z
25,W.10,View of an industrial city (Manchester / Leeds),Library of Congress,FAILED_VALIDATION,Exactness validation failed: resolver selected a modern LOC book record rather than the specified 19th-century Manchester/Leeds view.,https://tile.loc.gov/storage-services/master/gdc/gdcebookspublic/20/25/47/41/32/2025474132/2025474132.gif#h=456&w=310,/home/user/workspace/primary_source_pipeline/assets/W.10/W.10_view_of_an_industrial_city_manchester_leeds.gif,ab7f00b9936434c4cbe2f4360a7220f06851b89ac058a9c9274514df6f9ca39b,2026-08-02T20:35:50.112303Z
33,W.14,Bessemer steel converter / electric telegraph,Library of Congress,FAILED_VALIDATION,Exactness validation failed: resolver selected a book page that does not establish the compound Bessemer-converter/electric-telegraph asset.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:bessemersteelore00fitc:bessemersteelore00fitc_0007/full/pct:100.0/0/default.jpg#h=3149&w=2036,/home/user/workspace/primary_source_pipeline/assets/W.14/W.14_bessemer_steel_converter_electric_telegraph.jpg,cf28b1418f5e82e104c22c31734a26fe7ca4ca525e5c8da76334b855853272c4,2026-08-02T20:35:50.113020Z
53,W.24,"Boxer Rebellion, 1900",Library of Congress,FAILED_VALIDATION,Exactness validation failed: resolver selected a book page rather than the specified contemporary Boxer Rebellion photograph.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:boxerrebellionpo00clem:boxerrebellionpo00clem_0011/full/pct:100.0/0/default.jpg#h=4303&w=2565,/home/user/workspace/primary_source_pipeline/assets/W.24/W.24_boxer_rebellion_1900.jpg,faa2893d838ba5c8783b916a7a3aea83a08222abe557b934a9b517382a6a144f,2026-08-02T20:35:50.113131Z
71,W.33,Treaty of Brest-Litovsk (1918),"Avalon Project, Yale Law School",FAILED_VALIDATION,"Content validation failed: downloaded Avalon URL is a navigation menu, not the Treaty of Brest-Litovsk source text.",https://avalon.law.yale.edu/subject_menus/blmenu.asp,/home/user/workspace/primary_source_pipeline/assets/W.33/W.33_treaty_of_brest_litovsk_1918.html,22810ce8cd4a01a6933f9c8eb3a53586770959dc2492fae0d2a493b4a3ecf15c,2026-08-02T20:35:50.113238Z
76,W.36,Treaty of Versailles (1919),"Avalon Project, Yale Law School",FAILED_VALIDATION,"Content validation failed: downloaded Avalon URL is a navigation menu, not the Treaty of Versailles source text.",https://avalon.law.yale.edu/subject_menus/versailles_menu.asp,/home/user/workspace/primary_source_pipeline/assets/W.36/W.36_treaty_of_versailles_1919.html,0766f49f5f6aba06b736aa1467dd3f3a2c1e572661a97be1ee25318887b28728,2026-08-02T20:35:50.113330Z
