course,unit,standard,asset_type,source_page_url,direct_download_url,target_filename,drive_subfolder,title,creator_or_institution,date,license,attribution,repository,link_type,status
World History,Cold War (1945-1991),W.58,government document,https://history.state.gov/historicaldocuments/frus1950v01,,W.58_nsc_68_united_states_objectives_and_programs_for_national_security_1950.{original_extension},World History/Cold War (1945-1991)/W.58,NSC-68: United States Objectives and Programs for National Security (1950),U.S. National Security Council,1950,Public domain — U.S. government work,"NSC-68, ""United States Objectives and Programs for National Security,"" April 14, 1950, in FRUS, 1950, Vol. I. Office of the Historian, U.S. Dept. of State.","Office of the Historian, U.S. Department of State / U.S. National Archives",canonical,PENDING
World History,Cold War (1945-1991),W.59,Treaty (text),https://avalon.law.yale.edu/20th_century/nato.asp,,W.59_the_north_atlantic_treaty_nato_1949.{original_extension},World History/Cold War (1945-1991)/W.59,"The North Atlantic Treaty (NATO), 1949",North Atlantic signatories,1949,Public domain — treaty text (1949),"The North Atlantic Treaty, 1949. The Avalon Project, Yale Law School.","Avalon Project, Yale Law School",canonical,PENDING
World History,Cold War (1945-1991),W.59,Treaty (text),https://avalon.law.yale.edu/20th_century/warsaw.asp,,W.59_the_warsaw_security_pact_1955.{original_extension},World History/Cold War (1945-1991)/W.59,The Warsaw Security Pact (1955),Soviet bloc states,1955,Public domain — treaty text (1955),"The Warsaw Pact, 1955. The Avalon Project, Yale Law School.","Avalon Project, Yale Law School",canonical,PENDING
World History,Cold War (1945-1991),W.60,Photograph,https://catalog.archives.gov/search?q=Berlin+Airlift+1948+1949,,W.60_the_berlin_airlift_1948_49.{original_extension},World History/Cold War (1945-1991)/W.60,"The Berlin Airlift, 1948-49",U.S. Air Force,1948-1949,Public domain (U.S. federal government work),"The Berlin Airlift, 1948-49. U.S. National Archives.",U.S. National Archives (NARA),search,PENDING
World History,Cold War (1945-1991),W.60,Photograph,https://catalog.archives.gov/search?q=Berlin+Wall+construction+1961,,W.60_construction_of_the_berlin_wall_1961.{original_extension},World History/Cold War (1945-1991)/W.60,"Construction of the Berlin Wall, 1961",U.S. Army / official photographers,1961,Public domain (U.S. federal government work),"The Berlin Wall, 1961. U.S. National Archives.",U.S. National Archives (NARA),search,PENDING
World History,Cold War (1945-1991),W.61,Photograph,https://www.energy.gov/search?query=nuclear+weapons+test,,W.61_u_s_nuclear_weapons_test_photographs.{original_extension},World History/Cold War (1945-1991)/W.61,U.S. nuclear weapons test photographs,U.S. government,1946-1962,Public domain (U.S. federal government work),U.S. nuclear weapons tests. U.S. Department of Energy.,U.S. Department of Energy,search,PENDING
World History,Cold War (1945-1991),W.61,Photograph,https://catalog.archives.gov/search?q=Cuban+Missile+Crisis+reconnaissance+1962,,W.61_cuban_missile_crisis_reconnaissance_photographs_1962.{original_extension},World History/Cold War (1945-1991)/W.61,"Cuban Missile Crisis reconnaissance photographs, 1962",U.S. Air Force / CIA,1962,Public domain (U.S. federal government work),"Cuban Missile Crisis U-2 reconnaissance photographs, 1962. U.S. National Archives.",U.S. National Archives (NARA),search,PENDING
World History,Cold War (1945-1991),W.62,government document collection,https://history.state.gov/historicaldocuments/search?q=Hungary+1956+revolution,,W.62_foreign_relations_of_the_united_states_1955_1957_eastern_europe_hungarian_revolu.{original_extension},World History/Cold War (1945-1991)/W.62,"Foreign Relations of the United States, 1955-1957, Eastern Europe (Hungarian Revolution)","U.S. Department of State, Office of the Historian",1957,Public domain — U.S. government work,"Foreign Relations of the United States, 1955-1957, Eastern Europe (Washington, D.C.: U.S. Government Printing Office), documents on the 1956 Hungarian Revolution.","Office of the Historian, U.S. Department of State (history.state.gov)",search,PENDING
World History,Cold War (1945-1991),W.62,government document collection,https://history.state.gov/historicaldocuments/search?q=Czechoslovakia+1968,,W.62_foreign_relations_of_the_united_states_1964_1968_volume_xvii_eastern_europe_czec.{original_extension},World History/Cold War (1945-1991)/W.62,"Foreign Relations of the United States, 1964-1968, Volume XVII, Eastern Europe (Czechoslovak crisis documents)","U.S. Department of State, Office of the Historian",1968,Public domain (U.S. federal government work),"Foreign Relations of the United States, 1964-1968, Vol. XVII, Eastern Europe (Washington, D.C.: U.S. Government Printing Office), documents on the 1968 Soviet-led invasion of Czechoslovakia.","Office of the Historian, U.S. Department of State (history.state.gov)",search,PENDING
World History,Cold War (1945-1991),W.63,Photograph,https://catalog.archives.gov/search?q=Korean+War+1950+1953,,W.63_the_korean_war_1950_53.{original_extension},World History/Cold War (1945-1991)/W.63,"The Korean War, 1950-53",U.S. Army / Dept. of Defense,1950-1953,Public domain (U.S. federal government work),"The Korean War, 1950-53. U.S. National Archives.",U.S. National Archives (NARA),search,PENDING
World History,Cold War (1945-1991),W.63,Photograph,https://catalog.archives.gov/search?q=Vietnam+War+combat,,W.63_the_vietnam_war.{original_extension},World History/Cold War (1945-1991)/W.63,The Vietnam War,U.S. military / Dept. of Defense,1955-1975,Public domain (U.S. federal government work),The Vietnam War. U.S. National Archives.,U.S. National Archives (NARA),search,PENDING
World History,Cold War (1945-1991),W.64,government document collection,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22Bush%201989%20Berlin%20Wall%20Eastern%20Europe%22%7D,,W.64_public_papers_of_the_presidents_george_h_w_bush_1989_statements_on_the_fall_of_t.{original_extension},World History/Cold War (1945-1991)/W.64,"Public Papers of the Presidents: George H. W. Bush, 1989 — statements on the fall of the Berlin Wall",President George H. W. Bush / U.S. Government Publishing Office,1989,Public domain — U.S. government work,"Public Papers of the Presidents of the United States: George H. W. Bush, 1989. U.S. Government Publishing Office.",U.S. Government Publishing Office (govinfo.gov),search,PENDING
World History,Cold War (1945-1991),W.64,Photograph,https://catalog.archives.gov/search?q=Reagan+Gorbachev+summit,,W.64_reagan_gorbachev_summits.{original_extension},World History/Cold War (1945-1991)/W.64,Reagan-Gorbachev summits,White House / U.S. government,1985-1988,Public domain (U.S. federal government work),Reagan-Gorbachev summits. U.S. National Archives.,U.S. National Archives (NARA),search,PENDING
World History,Cold War (1945-1991),W.65,government document collection,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22Bush%201991%20Soviet%20Union%20dissolution%22%7D,,W.65_public_papers_of_the_presidents_george_h_w_bush_1991_statements_on_the_dissoluti.{original_extension},World History/Cold War (1945-1991)/W.65,"Public Papers of the Presidents: George H. W. Bush, 1991 — statements on the dissolution of the Soviet Union",President George H. W. Bush / U.S. Government Publishing Office,1991,Public domain — U.S. government work,"Public Papers of the Presidents of the United States: George H. W. Bush, 1991. U.S. Government Publishing Office.",U.S. Government Publishing Office (govinfo.gov),search,PENDING
World History,Cold War (1945-1991),W.65,Map,https://www.loc.gov/search/?q=former+Soviet+republics+map+1991,,W.65_map_of_the_former_soviet_republics.{original_extension},World History/Cold War (1945-1991)/W.65,Map of the former Soviet republics,U.S. government cartographers,1990s,Public domain (U.S. federal government work),Map of the former Soviet republics after 1991. Library of Congress.,Library of Congress,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.66,Photograph,https://www.loc.gov/search/?q=immigrants+Ellis+Island+arriving,,W.66_immigrants_arriving_at_ellis_island.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.66,Immigrants arriving at Ellis Island,U.S. government / press,c. 1900-1920,Public domain (published pre-1929),"Immigrants at Ellis Island, early 20th c. Library of Congress.",Library of Congress,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.66,Photograph,https://digitalcollections.nypl.org/search/index?keywords=emigrants+ship+departure+Europe,,W.66_emigrants_refugees_departing_by_ship.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.66,Emigrants / refugees departing by ship,early 20th-c. photographers,c. 1900-1920,Public domain (published pre-1929),Emigrants departing Europe by ship. NYPL Digital Collections.,The New York Public Library Digital Collections,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.67,newspaper,https://www.loc.gov/collections/chronicling-america/?q=India+Pakistan+partition+1947,,W.67_u_s_newspaper_front_page_coverage_of_the_partition_of_india_and_pakistan_august_.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.67,"U.S. newspaper front-page coverage of the Partition of India and Pakistan, August 1947",Contemporary U.S. newspaper press (various),1947,"Public domain (pre-1963 U.S. newspaper, no copyright renewal)","""India Partitioned; Pakistan Born"" and related coverage, U.S. newspapers, August 1947, via Chronicling America, Library of Congress.","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.67,Map,https://www.loc.gov/search/?q=CIA+map+India+Pakistan+partition+1947,,W.67_u_s_government_cia_map_of_the_1947_partition_of_british_india.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.67,U.S. government (CIA) map of the 1947 partition of British India,U.S. Central Intelligence Agency,c. 1947-1950,Public domain — U.S. government work,"U.S. Central Intelligence Agency map of the partition of British India into India and Pakistan, 1947. Library of Congress.",Library of Congress,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.68,newspaper,https://www.loc.gov/collections/chronicling-america/?q=Gandhi+salt+march+1930,,W.68_u_s_newspaper_coverage_of_gandhi_s_salt_march_and_civil_disobedience_campaign_19.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.68,"U.S. newspaper coverage of Gandhi's Salt March and civil disobedience campaign, 1930",Contemporary U.S. newspaper press (various),1930,"Public domain (pre-1929/pre-1963 U.S. newspaper, no copyright renewal)","Coverage of Mohandas Gandhi's Salt March, U.S. newspapers, 1930, via Chronicling America, Library of Congress.","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.68,newspaper,https://www.loc.gov/collections/chronicling-america/?q=India+independence+Nehru+1947,,W.68_u_s_newspaper_coverage_of_indian_independence_and_nehru_s_new_government_august_.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.68,"U.S. newspaper coverage of Indian independence and Nehru's new government, August 1947",Contemporary U.S. newspaper press (various),1947,"Public domain (pre-1963 U.S. newspaper, no copyright renewal)","Coverage of Indian independence and Prime Minister Jawaharlal Nehru, U.S. newspapers, August 1947, via Chronicling America, Library of Congress.","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.69,government document collection,https://history.state.gov/historicaldocuments/search?q=Africa+independence+1958-1960,,W.69_foreign_relations_of_the_united_states_1958_1960_volume_xiv_africa.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.69,"Foreign Relations of the United States, 1958-1960, Volume XIV, Africa","U.S. Department of State, Office of the Historian",1960,Public domain (U.S. federal government work),"Foreign Relations of the United States, 1958-1960, Vol. XIV, Africa (Washington, D.C.: U.S. Government Printing Office), documents on African decolonization and nationalist leaders.","Office of the Historian, U.S. Department of State (history.state.gov)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.69,government document collection,https://history.state.gov/historicaldocuments/search?q=Suez+crisis+1956+Nasser,,W.69_foreign_relations_of_the_united_states_1955_1957_suez_crisis_volumes_nasser_and_.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.69,"Foreign Relations of the United States, 1955-1957, Suez Crisis volumes (Nasser and the Suez Canal)","U.S. Department of State, Office of the Historian",1957,Public domain — U.S. government work,"Foreign Relations of the United States, 1955-1957, Suez Crisis volumes (Washington, D.C.: U.S. Government Printing Office), documents on Nasser's nationalization of the Suez Canal.","Office of the Historian, U.S. Department of State (history.state.gov)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.70,map,https://www.loc.gov/search/?q=CIA+map+South+Africa+homelands+bantustan,,W.70_cia_map_south_africa_black_homelands_bantustans.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.70,CIA map: South Africa — Black Homelands (Bantustans),U.S. Central Intelligence Agency,1980,Public domain (U.S. federal government work),"U.S. Central Intelligence Agency, map of South Africa's Black Homelands (Bantustans), via Library of Congress Geography and Map Division.","Library of Congress / U.S. National Archives (loc.gov, archives.gov)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.70,public law / statute,https://www.govinfo.gov/app/search/%7B%22query%22%3A%22Comprehensive%20Anti-Apartheid%20Act%201986%22%7D,,W.70_comprehensive_anti_apartheid_act_of_1986_public_law_99_440.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.70,Comprehensive Anti-Apartheid Act of 1986 (Public Law 99-440),U.S. Congress,1986,Public domain (U.S. federal government work),"Comprehensive Anti-Apartheid Act of 1986, Pub. L. No. 99-440, 100 Stat. 1086 (1986).",U.S. Government Publishing Office (govinfo.gov),search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.71,government document collection,https://history.state.gov/historicaldocuments/frus1961-63v20,,W.71_foreign_relations_of_the_united_states_1961_1963_volume_xx_congo_crisis.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.71,"Foreign Relations of the United States, 1961-1963, Volume XX, Congo Crisis","U.S. Department of State, Office of the Historian",1963,Public domain (U.S. federal government work),"Foreign Relations of the United States, 1961-1963, Vol. XX, Congo Crisis (Washington, D.C.: U.S. Government Printing Office).","Office of the Historian, U.S. Department of State (history.state.gov)",canonical,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.71,Map,https://www.loc.gov/search/?q=independent+Africa+political+map+decolonization,,W.71_map_of_independent_post_colonial_africa.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.71,Map of independent post-colonial Africa,U.S. government cartographers,1960s-1990s,Public domain (U.S. federal government work),Political map of independent Africa. Library of Congress.,Library of Congress,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.72,newspaper,https://www.loc.gov/collections/chronicling-america/?q=Castro+Cuba+revolution+1959,,W.72_u_s_newspaper_front_page_coverage_of_the_cuban_revolution_and_castro_s_takeover_.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.72,"U.S. newspaper front-page coverage of the Cuban Revolution and Castro's takeover, January 1959",Contemporary U.S. newspaper press (various),1959,"Public domain (pre-1963 U.S. newspaper, no copyright renewal)","""Castro Takes Power in Cuba"" and related coverage, U.S. newspapers, January 1959, via Chronicling America, Library of Congress.","Chronicling America, Library of Congress (loc.gov/chroniclingamerica)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.72,Photograph / document,https://catalog.archives.gov/search?q=Nicaragua+Contras+Cold+War+Latin+America,,W.72_u_s_cold_war_intervention_in_latin_america_nicaragua_contras.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.72,U.S. Cold War intervention in Latin America (Nicaragua/Contras),U.S. government,1980s,Public domain (U.S. federal government work),U.S. involvement in Latin America during the Cold War. U.S. National Archives.,U.S. National Archives (NARA),search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.73,agreement (text),https://www.state.gov/search/?q=Dayton+Accords+Bosnia+1995,,W.73_the_dayton_peace_accords_1995_general_framework_agreement_for_peace_in_bosnia_an.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.73,"The Dayton Peace Accords, 1995 (General Framework Agreement for Peace in Bosnia and Herzegovina)",U.S.-brokered; U.S. Department of State,1995,Public domain — U.S. government work / official agreement text,"General Framework Agreement for Peace in Bosnia and Herzegovina (Dayton Accords), 1995. U.S. Department of State.",U.S. Department of State (state.gov),search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.73,Map,https://www.loc.gov/search/?q=former+Yugoslavia+successor+states+map,,W.73_map_of_the_former_yugoslavia_s_successor_states.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.73,Map of the former Yugoslavia's successor states,U.S. government cartographers,1990s,Public domain (U.S. federal government work),Map of the former Yugoslavia. Library of Congress.,Library of Congress,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.74,government report,https://www.cia.gov/readingroom/search/site/Kampuchea%20demographic%20catastrophe,,W.74_cia_research_report_kampuchea_a_demographic_catastrophe.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.74,CIA research report: Kampuchea — A Demographic Catastrophe,U.S. Central Intelligence Agency,1980,Public domain (U.S. federal government work),"U.S. Central Intelligence Agency, National Foreign Assessment Center, Kampuchea: A Demographic Catastrophe (1980).","CIA FOIA Electronic Reading Room / U.S. National Archives (cia.gov, archives.gov)",search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.74,government document collection,https://catalog.archives.gov/search?q=Rwanda%20genocide%201994%20State%20Department,,W.74_declassified_u_s_state_department_records_on_the_1994_rwandan_genocide.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.74,Declassified U.S. State Department records on the 1994 Rwandan genocide,U.S. Department of State,1994,Public domain (U.S. federal government work),"Declassified U.S. Department of State cables and memoranda on the Rwandan genocide, 1994, U.S. National Archives.",U.S. National Archives (archives.gov),search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.75,treaty (text),https://history.state.gov/historicaldocuments/search?q=Final+Settlement+Germany+1990+Two+Plus+Four,,W.75_treaty_on_the_final_settlement_with_respect_to_germany_two_plus_four_treaty_1990.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.75,"Treaty on the Final Settlement with Respect to Germany (Two Plus Four Treaty), 1990","FRG, GDR, U.S., U.K., France, U.S.S.R.",1990,Public domain — treaty text,"Treaty on the Final Settlement with Respect to Germany (Two Plus Four Treaty), September 12, 1990. Office of the Historian, U.S. Dept. of State.",U.S. Department of State / Office of the Historian,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.75,Map,https://www.loc.gov/search/?q=divided+Germany+East+West+map,,W.75_map_of_divided_and_reunified_germany.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.75,Map of divided and reunified Germany,U.S. government cartographers,1949-1990,Public domain (U.S. federal government work),Map of divided and reunified Germany. Library of Congress.,Library of Congress,search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.76,Photograph,https://catalog.archives.gov/search?q=Camp+David+Accords+1978+Sadat+Begin+Carter,,W.76_the_camp_david_accords_1978.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.76,"The Camp David Accords, 1978",White House / U.S. government,1978,Public domain (U.S. federal government work),"The Camp David Accords, 1978. U.S. National Archives.",U.S. National Archives (NARA),search,PENDING
World History,Creation of New States and Decolonization (1940s-1980s),W.76,Photograph,https://catalog.archives.gov/search?q=Oslo+Accords+1993+Rabin+Arafat+handshake,,W.76_the_oslo_accords_1993.{original_extension},World History/Creation of New States and Decolonization (1940s-1980s)/W.76,"The Oslo Accords, 1993",White House / U.S. government,1993,Public domain (U.S. federal government work),"The Oslo Accords, 1993. U.S. National Archives.",U.S. National Archives (NARA),search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.77,Data / statistical graphic,https://www.census.gov/search-results.html?q=international+population+pyramid,,W.77_international_population_data_and_population_pyramids.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.77,International population data and population pyramids,U.S. Census Bureau (International Programs),20th-21st c.,Public domain (U.S. federal government work),International population pyramids and data. U.S. Census Bureau.,U.S. Census Bureau,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.77,Data / tables,https://www.census.gov/search-results.html?q=world+population+historical+estimates,,W.77_historical_world_national_population_statistics.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.77,Historical world/national population statistics,U.S. Census Bureau,20th-21st c.,Public domain (U.S. federal government work),Historical population statistics. U.S. Census Bureau.,U.S. Census Bureau,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.78,data set / chart,https://www.census.gov/data-tools/demo/idb/#/country?COUNTRY_YEAR=2020&COUNTRY_YR_ANIM=2020&menu=popViz&FIPS_SINGLE=CH,,W.78_u_s_census_bureau_international_data_base_china_population_pyramids_and_demograp.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.78,U.S. Census Bureau International Data Base: China population pyramids and demographic data,U.S. Census Bureau,2020,Public domain (U.S. federal government work),"U.S. Census Bureau, International Data Base, population pyramids and age-structure data for China (accessed via census.gov).","U.S. Census Bureau, International Programs (census.gov)",canonical,PENDING
World History,Understanding the Contemporary World (1980s- present),W.78,Data / statistical graphic,https://www.census.gov/search-results.html?q=population+growth+decline+projections+country,,W.78_world_population_growth_and_decline_data.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.78,World population growth and decline data,U.S. Census Bureau,20th-21st c.,Public domain (U.S. federal government work),Population growth and decline data. U.S. Census Bureau.,U.S. Census Bureau,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.79,Photograph,https://images.nasa.gov/search?q=Apollo+11+Moon+landing+1969,,W.79_apollo_moon_landing_1969.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.79,"Apollo Moon landing, 1969",NASA,1969,Public domain (U.S. federal government work),"Apollo 11 Moon landing, 1969. NASA.",NASA Image and Video Library,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.79,Photograph / government record,https://catalog.archives.gov/search?q=polio+vaccine+Public+Health+Service+1955,,W.79_u_s_public_health_service_records_and_photographs_of_the_polio_vaccine_1950s.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.79,"U.S. Public Health Service records and photographs of the polio vaccine, 1950s",U.S. Public Health Service / CDC,1950s,Public domain — U.S. government work,"U.S. Public Health Service records and photographs of the polio vaccine, 1950s. U.S. National Archives / CDC.",U.S. National Archives (NARA) / CDC Public Health Image Library,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.80,Photograph / diagram,https://images.nasa.gov/search?q=GPS+NAVSTAR+satellite,,W.80_gps_navstar_satellite.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.80,GPS / NAVSTAR satellite,U.S. government (NASA/DoD),late 20th-21st c.,Public domain (U.S. federal government work),GPS/NAVSTAR satellite. NASA.,NASA Image and Video Library,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.80,Satellite image / map,https://www.usgs.gov/search?keys=satellite+imagery+Landsat+GIS,,W.80_satellite_imagery_and_gis_mapping.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.80,Satellite imagery and GIS mapping,U.S. Geological Survey / NASA,late 20th-21st c.,Public domain (U.S. federal government work),Satellite imagery and GIS. U.S. Geological Survey.,U.S. Geological Survey,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.81,Government report (text/data),https://history.state.gov/search?q=trafficking+in+persons,,W.81_trafficking_in_persons_report.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.81,Trafficking in Persons Report,U.S. Department of State,2001-present,Public domain (U.S. federal government work),Trafficking in Persons Report. U.S. Department of State.,"U.S. Dept. of State, Office of the Historian",search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.81,Report / data / map,https://www.loc.gov/search/?q=drug+trafficking+international+report+map,,W.81_international_drug_trafficking_data_maps.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.81,International drug trafficking data / maps,U.S. government (DEA/DoJ),contemporary,Public domain (U.S. federal government work),International drug trafficking data. U.S. government via Library of Congress.,Library of Congress,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.82,Photograph,https://catalog.archives.gov/search?q=Maritime+Administration+container+ship+port,,W.82_u_s_maritime_administration_photographs_of_container_shipping_and_ports.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.82,U.S. Maritime Administration photographs of container shipping and ports,"U.S. Department of Transportation, Maritime Administration",late 20th c.,Public domain — U.S. government work,U.S. Maritime Administration photographs of containerized shipping. U.S. National Archives.,U.S. National Archives (NARA),search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.82,Government record / diagram,https://catalog.archives.gov/search?q=ARPANET+DARPA+network+diagram,,W.82_darpa_and_nsf_records_and_diagrams_of_the_arpanet_and_early_internet.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.82,DARPA and NSF records and diagrams of the ARPANET and early Internet,U.S. Defense Advanced Research Projects Agency / National Science Foundation,1969-1990,Public domain — U.S. government work,"DARPA/NSF records and network diagrams of the ARPANET and early Internet, 1969-1990. U.S. National Archives / NSF.",U.S. National Archives (NARA) / National Science Foundation,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.83,Photograph / document,https://catalog.archives.gov/search?q=NAFTA+signing+1993,,W.83_signing_of_nafta_1993.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.83,"Signing of NAFTA, 1993",U.S. government,1993,Public domain (U.S. federal government work),"The North American Free Trade Agreement, 1993. U.S. National Archives.",U.S. National Archives (NARA),search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.83,Treaty / document,https://history.state.gov/search?q=GATT+World+Trade+Organization+trade+agreement,,W.83_gatt_world_trade_organization_founding_documents.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.83,GATT / World Trade Organization founding documents,GATT/WTO; U.S. government,1947-1995,Public domain (U.S. federal government work),"GATT and the World Trade Organization. Office of the Historian, U.S. Dept. of State.","U.S. Dept. of State, Office of the Historian",search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.84,Photograph / document,https://history.state.gov/search?q=United+Nations+Charter+1945+founding,,W.84_founding_of_the_united_nations_and_the_un_charter_1945.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.84,"Founding of the United Nations and the UN Charter, 1945",United Nations Conference / U.S. government,1945,Public domain (U.S. federal government work),"The United Nations and its 1945 Charter. Office of the Historian, U.S. Dept. of State.","U.S. Dept. of State, Office of the Historian",search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.84,government document collection,https://history.state.gov/historicaldocuments/search?q=European+integration+European+Community,,W.84_u_s_government_records_on_european_integration_and_the_european_union_frus_and_c.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.84,U.S. government records on European integration and the European Union (FRUS and CIA reports),U.S. Department of State / Central Intelligence Agency,1957-1993,Public domain — U.S. government work,"U.S. State Department (FRUS) and CIA records on European integration and the European Union, 1957-1993. Office of the Historian / CIA.","Office of the Historian, U.S. Department of State / CIA FOIA Reading Room",search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.85,Data / government report,https://www.census.gov/foreign-trade/balance/index.html,,W.85_u_s_government_data_and_reports_on_south_and_east_asian_economic_growth.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.85,U.S. government data and reports on South and East Asian economic growth,U.S. Census Bureau / Bureau of Economic Analysis / International Trade Administration,late 20th-21st c.,Public domain — U.S. government work,U.S. government trade and economic-growth data for South and East Asian economies. U.S. Census Bureau / Bureau of Economic Analysis.,U.S. Census Bureau (census.gov),search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.85,Data / statistical graphic,https://www.census.gov/search-results.html?q=Asia+trade+economic+growth+data,,W.85_asian_economic_growth_data.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.85,Asian economic growth data,U.S. government (Census/BEA),late 20th-21st c.,Public domain (U.S. federal government work),Asian economic and trade data. U.S. Census Bureau.,U.S. Census Bureau,search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.86,Data / map,https://www.eia.gov/international/analysis/special-topics/Persian_Gulf,,W.86_u_s_energy_information_administration_data_and_maps_of_persian_gulf_oil_producti.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.86,U.S. Energy Information Administration data and maps of Persian Gulf oil production and reserves,U.S. Energy Information Administration,20th-21st c.,Public domain — U.S. government work,"U.S. Energy Information Administration, data and maps on Persian Gulf oil production and reserves. eia.gov.",U.S. Energy Information Administration (eia.gov),search,PENDING
World History,Understanding the Contemporary World (1980s- present),W.86,Document / photograph,https://history.state.gov/search?q=OPEC+oil+embargo+1973,,W.86_opec_and_the_1973_oil_embargo.{original_extension},World History/Understanding the Contemporary World (1980s- present)/W.86,OPEC and the 1973 oil embargo,U.S. government,1960-1973,Public domain (U.S. federal government work),"OPEC and the 1973 oil embargo. Office of the Historian, U.S. Dept. of State.","U.S. Dept. of State, Office of the Historian",search,PENDING
