Unit / Cluster,Standard,Standard Text,Geo?,Primary Source,Type,Creator,Year,Repository,Rights / License,Commercial Use OK?,Link,Link Type,Academic Citation,Alt Text,Verified?,Schedule F (SSP),Fit / Note,Guardrail Check
Early Modern Europe: 1400-1700s CE,7.51,"Examine Galileo Galilei's theories and improvement of scientific tools, including the telescope and microscope.",Yes,"Galileo, Sidereus Nuncius (Starry Messenger)",printed book,Galileo Galilei,1610,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=Galileo+Sidereus+Nuncius,search,"Library of Congress, Galileo's Sidereus Nuncius.",Galileo's engraved drawings of the Moon and Jupiter's moons.,NO,SSP.01; SSP.02,Galileo's telescopic observations revolutionized astronomy.,OK
Early Modern Europe: 1400-1700s CE,7.51,"Examine Galileo Galilei's theories and improvement of scientific tools, including the telescope and microscope.",Yes,Early telescope / microscope instrument,scientific instrument,Unknown,c. 1610-1700,Smithsonian (National Museum of American History),CC0,Yes,https://www.si.edu/search?edan_q=early+telescope+microscope+17th+century,search,"Smithsonian, early telescope/microscope.",Antique optical instrument like those Galileo improved.,NO,SSP.01; SSP.02,Alternate: the scientific tools Galileo advanced.,OK
Early Modern Europe: 1400-1700s CE,7.52,Explain the significance of the following in regards to the Scientific Revolution: Sir Francis Bacon in establishing the scientific method and Sir Isaac Newton's three Laws of Motion.,Yes,"Newton, Philosophiae Naturalis Principia Mathematica",printed book,Sir Isaac Newton,1687,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=Newton+Principia+Mathematica,search,"Library of Congress, Newton's Principia Mathematica.","Title page of Newton's Principia, stating the laws of motion.",NO,SSP.01; SSP.02,Newton's Principia laid out the three laws of motion.,OK
Early Modern Europe: 1400-1700s CE,7.52,Explain the significance of the following in regards to the Scientific Revolution: Sir Francis Bacon in establishing the scientific method and Sir Isaac Newton's three Laws of Motion.,Yes,"Francis Bacon, Novum Organum",printed book,Sir Francis Bacon,1620,HathiTrust Digital Library,Public Domain,Yes,https://catalog.hathitrust.org/Search/Home?lookfor=Francis+Bacon+Novum+Organum&type=all,search,"HathiTrust, Bacon's Novum Organum.",Title page of Bacon's Novum Organum outlining the scientific method.,NO,SSP.01; SSP.02,Alternate: Bacon established the empirical scientific method.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.53,"Identify and locate the geographical features of the Americas, including: • Andes Mountains • Appalachian Mountains • Atlantic Ocean • Caribbean Sea • Central Mexican Plateau • Great Plains • Gulf of Mexico • Mississippi River • North America • Pacific Ocean • Rocky Mountains • South America • Yucatan Peninsula",Yes,Waldseemuller / early map of the Americas,map,Martin Waldseemuller (and successors),1507 (and later maps),Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=Waldseemuller+map+America+1507,search,"Library of Congress, early map of the Americas.",Early 16th-century map naming and depicting the American continents.,NO,SSP.06; SSP.01,Supports locating the required geographic features of the Americas.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.53,"Identify and locate the geographical features of the Americas, including: • Andes Mountains • Appalachian Mountains • Atlantic Ocean • Caribbean Sea • Central Mexican Plateau • Great Plains • Gulf of Mexico • Mississippi River • North America • Pacific Ocean • Rocky Mountains • South America • Yucatan Peninsula",Yes,Historic map of North and South America,map,Unknown cartographer,c. 1600-1800,New York Public Library Digital Collections,Public Domain,Yes,https://digitalcollections.nypl.org/search/index?keywords=map+north+south+america,search,"NYPL Digital Collections, historic map of the Americas.","Old map showing the Andes, Rockies, Mississippi River, and coastlines.",NO,SSP.06; SSP.01,Alternate map for the geography of the Americas.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.54,"Explain the impact of geographic features on North American Indian cultures (i.e., Northeast, Southeast, and Plains), including: clothing, housing, and agriculture.",Yes,North American Indian object (Northeast/Southeast/Plains),artifact,Unknown (Native North American),c. 1500-1850,Smithsonian (National Museum of the American Indian),CC0,Yes,https://www.si.edu/search?edan_q=Plains+Woodland+Native+American+clothing+housing,search,"Smithsonian NMAI, Native North American artifact.",Native North American clothing or tool shaped by regional environment.,NO,SSP.01; SSP.02,"Shows how geography influenced clothing, housing, and agriculture.",OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.54,"Explain the impact of geographic features on North American Indian cultures (i.e., Northeast, Southeast, and Plains), including: clothing, housing, and agriculture.",Yes,Depiction of Eastern Woodland / Plains Indian life,print,Theodor de Bry (after John White),c. 1590,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=de+Bry+John+White+Indian+village+Virginia,search,"Library of Congress, de Bry engraving of Native American life.",16th-century engraving of a Native American village with houses and fields.,NO,SSP.01; SSP.02,Alternate: early European depiction of Woodland Indian settlement.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.55,"Describe the existence of diverse networks of North American Indian cultures (within present-day United States) including: varied languages, customs, and economic and political structures.",Yes,Wampum belt / Native diplomatic object,artifact,Unknown (Eastern Woodlands),c. 1600-1800,Smithsonian (National Museum of the American Indian),CC0,Yes,https://www.si.edu/search?edan_q=wampum+belt+Haudenosaunee,search,"Smithsonian NMAI, wampum belt.",Beaded wampum belt used in Native political and diplomatic exchange.,NO,SSP.01; SSP.02,Reflects diverse Native political structures and customs.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.55,"Describe the existence of diverse networks of North American Indian cultures (within present-day United States) including: varied languages, customs, and economic and political structures.",Yes,Map of North American Indian nations / languages,map,Unknown cartographer,c. 1700-1900,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=map+Indian+tribes+north+america+languages,search,"Library of Congress, map of Native American nations.",Map showing the distribution of Native American nations and language groups.,NO,SSP.06; SSP.02,Alternate: illustrates the diversity of Native networks and languages.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.56,"Explain the impact of geographic features and climate on the agricultural practices and settlement of the Maya, Aztec, and Incan civilizations.",Yes,Machu Picchu / Inca terraces (photograph),photograph,Various,c. 1911-1925,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=Machu+Picchu+Inca+terraces,search,"Library of Congress, photograph of Inca terraces at Machu Picchu.",Mountainside Inca agricultural terraces adapted to steep Andean terrain.,NO,SSP.01; SSP.02,Terrace farming shows adaptation of agriculture to Andean geography.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.56,"Explain the impact of geographic features and climate on the agricultural practices and settlement of the Maya, Aztec, and Incan civilizations.",Yes,Maya / Aztec agricultural or landscape artifact,artifact,Unknown (Mesoamerican),c. 600-1500,The Metropolitan Museum of Art,CC0 (Met Open Access),Yes,https://www.metmuseum.org/search-results?q=Maya+Aztec+agriculture+maize,search,"The Metropolitan Museum of Art, Mesoamerican object.",Mesoamerican artifact relating to maize agriculture and settlement.,NO,SSP.01; SSP.02,Alternate: Maya/Aztec adaptation to tropical and highland environments.,OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.57,"Describe the social, economic, and political characteristics of the Maya, Aztec, and Incan civilizations, including: oral traditions, class structures, religious beliefs, slavery, and advancements (e.g., astronomy, mathematics, and calendar).",Yes,Aztec / Maya sculpture (deity or ruler),sculpture,Unknown (Aztec/Maya),c. 600-1500,The Metropolitan Museum of Art,CC0 (Met Open Access),Yes,https://www.metmuseum.org/search-results?q=Aztec+Maya+stone+sculpture+deity,search,"The Metropolitan Museum of Art, Aztec/Maya stone sculpture.",Carved stone Mesoamerican figure of a deity or ruler.,NO,SSP.01; SSP.02,"Reflects religious beliefs, class structure, and political power.",OK
Indigenous Civilizations of the Americas: 400-1500s CE,7.57,"Describe the social, economic, and political characteristics of the Maya, Aztec, and Incan civilizations, including: oral traditions, class structures, religious beliefs, slavery, and advancements (e.g., astronomy, mathematics, and calendar).",Yes,Inca quipu (knotted record-keeping cords),artifact,Unknown (Inca),c. 1400-1532,The Metropolitan Museum of Art,CC0 (Met Open Access),Yes,https://www.metmuseum.org/search-results?q=Inca+quipu+khipu,search,"The Metropolitan Museum of Art, Inca quipu.",Bundle of knotted colored cords used by the Inca to record data.,NO,SSP.01; SSP.02,Alternate: Inca record-keeping and administrative advancement.,OK
The Age of Exploration: 1400-1700s CE,7.58,"Analyze why European countries were motivated to explore the world, including: religion, political rivalry, and economic gain (i.e., mercantilism).",Yes,Age of Exploration world map / portolan chart,map,Unknown cartographer,c. 1500-1600,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=age+of+exploration+world+map+16th+century,search,"Library of Congress, 16th-century world map.",Early modern world map used to plan voyages of exploration.,NO,SSP.06; SSP.02,"Maps drove the search for trade routes, wealth, and empire.",OK
The Age of Exploration: 1400-1700s CE,7.58,"Analyze why European countries were motivated to explore the world, including: religion, political rivalry, and economic gain (i.e., mercantilism).",Yes,Engraving of European merchant / trading ship,print,Unknown,c. 1550-1650,The Metropolitan Museum of Art,CC0 (Met Open Access),Yes,https://www.metmuseum.org/search-results?q=exploration+merchant+ship+engraving,search,"The Metropolitan Museum of Art, engraving of a trading ship.",Engraving of a European sailing ship used in exploration and trade.,NO,SSP.01; SSP.02,Alternate: mercantilism and economic motives for exploration.,OK
The Age of Exploration: 1400-1700s CE,7.59,"Identify the significance of the voyages and routes of discovery of the following explorers by their sponsoring country: • England: Henry Hudson • France: Jacques Cartier • Portugal: Vasco da Gama, Bartolomeu Dias • Spain: Christopher Columbus, Hernando de Soto, Ferdinand Magellan, Amerigo Vespucci",Yes,Map of the voyages of discovery,map,Unknown cartographer,c. 1550-1700,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=voyages+discovery+explorers+routes+map,search,"Library of Congress, map of explorers' routes.","Map tracing the ocean routes of Columbus, Magellan, and da Gama.",NO,SSP.06; SSP.02,Shows the voyages and sponsoring countries of the explorers.,OK
The Age of Exploration: 1400-1700s CE,7.59,"Identify the significance of the voyages and routes of discovery of the following explorers by their sponsoring country: • England: Henry Hudson • France: Jacques Cartier • Portugal: Vasco da Gama, Bartolomeu Dias • Spain: Christopher Columbus, Hernando de Soto, Ferdinand Magellan, Amerigo Vespucci",Yes,Portrait / engraving of a European explorer,print,Unknown,c. 1550-1700,New York Public Library Digital Collections,Public Domain,Yes,https://digitalcollections.nypl.org/search/index?keywords=explorer+Columbus+Magellan+portrait,search,"NYPL Digital Collections, portrait of an Age of Discovery explorer.",Engraved portrait of a 15th-16th century European explorer.,NO,SSP.01; SSP.02,"Alternate: images of Columbus, Magellan, da Gama, and others.",OK
The Age of Exploration: 1400-1700s CE,7.60,"Describe Prince Henry the Navigator's influence on exploration, voyages, cartographic improvements, and tools related to exploration (i.e., compass, caravel, astrolabe, and Harrison's chronometer) during the Age of Discovery.",Yes,Mariner's astrolabe / navigation instrument,scientific instrument,Unknown,c. 1500-1650,The Metropolitan Museum of Art,CC0 (Met Open Access),Yes,https://www.metmuseum.org/search-results?q=astrolabe+navigation+mariner,search,"The Metropolitan Museum of Art, navigational astrolabe.",Brass mariner's astrolabe used to determine latitude at sea.,NO,SSP.01; SSP.02,Navigation tools like the astrolabe enabled the Age of Discovery.,OK
The Age of Exploration: 1400-1700s CE,7.60,"Describe Prince Henry the Navigator's influence on exploration, voyages, cartographic improvements, and tools related to exploration (i.e., compass, caravel, astrolabe, and Harrison's chronometer) during the Age of Discovery.",Yes,Harrison's marine chronometer,scientific instrument,After John Harrison,c. 1760-1800,Smithsonian (National Museum of American History),CC0,Yes,https://www.si.edu/search?edan_q=marine+chronometer+Harrison+navigation,search,"Smithsonian, marine chronometer.",Precision marine chronometer used to find longitude at sea.,NO,SSP.01; SSP.02,Alternate: Harrison's chronometer named in the standard for navigation.,OK
The Age of Exploration: 1400-1700s CE,7.61,"Locate and identify French, Spanish, English, Portuguese, and Dutch colonies in the Americas, and explain how religion impacted the location of settlement by each country.",Yes,Map of European colonies in the Americas,map,Unknown cartographer,c. 1600-1750,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=map+european+colonies+america+new+france+new+spain,search,"Library of Congress, map of colonial America.","Map showing French, Spanish, English, Portuguese, and Dutch colonies.",NO,SSP.06; SSP.02,Locates the colonies of the five colonizing powers.,OK
The Age of Exploration: 1400-1700s CE,7.61,"Locate and identify French, Spanish, English, Portuguese, and Dutch colonies in the Americas, and explain how religion impacted the location of settlement by each country.",Yes,Early view of a colonial settlement,print,Unknown,c. 1600-1700,New York Public Library Digital Collections,Public Domain,Yes,https://digitalcollections.nypl.org/search/index?keywords=colonial+settlement+america+17th+century,search,"NYPL Digital Collections, view of a colonial settlement.",Engraving of an early European colonial town in the Americas.,NO,SSP.01; SSP.02,Alternate: religion shaped where each country settled.,OK
The Age of Exploration: 1400-1700s CE,7.62,"Describe how the Aztec and Inca empires were eventually defeated by Spanish Conquistadors (i.e., Hernan Cortes and Francisco Pizarro).",Yes,Florentine Codex / Lienzo depicting the Spanish conquest,manuscript,Bernardino de Sahagun (and Nahua artists),c. 1540-1585,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=Florentine+Codex+conquest+Mexico+Cortes,search,"Library of Congress, image from the Florentine Codex.",Indigenous manuscript image of Aztec and Spanish forces in battle.,NO,SSP.01; SSP.02,Native-authored source on Cortes's conquest of the Aztecs.,OK
The Age of Exploration: 1400-1700s CE,7.62,"Describe how the Aztec and Inca empires were eventually defeated by Spanish Conquistadors (i.e., Hernan Cortes and Francisco Pizarro).",Yes,Engraving of the conquest of the Inca / Aztec,print,Theodor de Bry,c. 1590-1620,The Metropolitan Museum of Art,CC0 (Met Open Access),Yes,https://www.metmuseum.org/search-results?q=de+Bry+conquest+Pizarro+Cortes+Peru,search,"The Metropolitan Museum of Art, de Bry engraving of the conquest.",Engraving of Spanish conquistadors confronting Aztec or Inca peoples.,NO,SSP.01; SSP.02,Alternate: European depiction of Cortes and Pizarro's conquests.,OK
The Age of Exploration: 1400-1700s CE,7.63,Locate and identify the European regions that remained Catholic and those that became Protestant and how that division affected the distribution of religions in the New World.,Yes,Map of Catholic and Protestant Europe,map,Unknown cartographer,c. 1600-1750,Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=map+religion+catholic+protestant+europe+reformation,search,"Library of Congress, map of religious divisions in Europe.",Map showing which regions of Europe were Catholic and which Protestant.,NO,SSP.06; SSP.02,Europe's religious divide shaped religion in the New World.,OK
The Age of Exploration: 1400-1700s CE,7.63,Locate and identify the European regions that remained Catholic and those that became Protestant and how that division affected the distribution of religions in the New World.,Yes,Map of colonial religion in the Americas,map,Unknown cartographer,c. 1650-1800,New York Public Library Digital Collections,Public Domain,Yes,https://digitalcollections.nypl.org/search/index?keywords=colonial+america+religion+catholic+protestant+map,search,"NYPL Digital Collections, map of colonial America.",Map linking European colonizers to religious settlement in the Americas.,NO,SSP.06; SSP.02,Alternate: distribution of religions carried into the New World.,OK
The Age of Exploration: 1400-1700s CE,7.64,"Explain the impact of the Columbian Exchange on people, plants, animals, technology, culture, ideas, and diseases among Europe, Africa, Asia, and the Americas in the 15th and 16th centuries, and examine the major economic and social effects on each continent.",Yes,Botanical illustration of New World plants (Columbian Exchange),print,Unknown,c. 1550-1700,Smithsonian,CC0 / Public Domain,Yes,https://www.si.edu/search?edan_q=maize+potato+tobacco+Columbian+exchange+botanical,search,"Smithsonian, botanical illustration of New World crops.","Early illustration of maize, potatoes, or tobacco from the Americas.",NO,SSP.01; SSP.02,New World crops were central to the Columbian Exchange.,OK
The Age of Exploration: 1400-1700s CE,7.64,"Explain the impact of the Columbian Exchange on people, plants, animals, technology, culture, ideas, and diseases among Europe, Africa, Asia, and the Americas in the 15th and 16th centuries, and examine the major economic and social effects on each continent.",Yes,Early herbal / natural history of the Americas,printed book,"Various (e.g., after Oviedo/Monardes)",c. 1535-1650,HathiTrust Digital Library,Public Domain,Yes,https://catalog.hathitrust.org/Search/Home?lookfor=natural+history+west+indies+new+world+plants&type=all,search,"HathiTrust, early natural history of the New World.",Page of an early printed natural history describing American plants and animals.,NO,SSP.01; SSP.02,"Alternate: documents the exchange of plants, animals, and knowledge.",OK
The Age of Exploration: 1400-1700s CE,7.65,"Explain how Spanish colonization introduced Christianity, the mission system, and the encomienda system to the Americas as well as Bartolome de la Casa's role in the transition to African slavery.",Yes,"Las Casas, Brevisima relacion de la destruccion de las Indias (de Bry engravings)",printed book,Bartolome de las Casas; Theodor de Bry (illustrations),1552 (text); 1598 (de Bry edition),Library of Congress,Public Domain (no known restrictions),Yes,https://www.loc.gov/search/?q=Las+Casas+Brevisima+relacion+destruction+indies,search,"Library of Congress, Las Casas's account of the destruction of the Indies.",Engraving from Las Casas's book depicting Spanish treatment of Native peoples.,NO,SSP.01; SSP.02,Las Casas's role in colonial debates and the shift to African slavery.,OK
The Age of Exploration: 1400-1700s CE,7.65,"Explain how Spanish colonization introduced Christianity, the mission system, and the encomienda system to the Americas as well as Bartolome de la Casa's role in the transition to African slavery.",Yes,Spanish colonial mission / casta painting,painting,Unknown (Spanish colonial),c. 1600-1750,The Metropolitan Museum of Art,CC0 (Met Open Access),Yes,https://www.metmuseum.org/search-results?q=Spanish+colonial+mission+casta+painting,search,"The Metropolitan Museum of Art, Spanish colonial painting.",Spanish colonial painting depicting mission life or colonial social castes.,NO,SSP.01; SSP.02,"Alternate: Christianity, the mission system, and colonial social structure.",OK
